name,operation,key,value
sneakernews.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
goldentulip.ic,InsertOrIgnore,account_id.icp,6c5acda21fa2b9df040e7a6d39609520fe9c029e6b61ab4411ebda0e1ac4f36e
myersbriggs.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
file-upload.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
univ-paris5.ic,InsertOrIgnore,account_id.icp,e61319d062a10d6fe582afdb509436a6b8360bcefa6355f665737433e66f9051
teachertube.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
foodiesfeed.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
aestheticio.ic,InsertOrIgnore,account_id.icp,6a3839314d800f5a10006f5c35f17799a951fb920532add1c164939c81de6409
hoax-slayer.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
realtytimes.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
thaixxxtube.ic,InsertOrIgnore,account_id.icp,23dcc04882f3bb98d8f46f3116e9f61c642b6e3073a2bbc76f71dad87b077202
stratechery.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
youtube2019.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
pornfactory.ic,InsertOrIgnore,account_id.icp,57ad89a193cddb6814ac5ee3ac49345bf3b5e9c797741b33a924e941c20caa15
gazettelive.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
deutschland.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
prototypejs.ic,InsertOrIgnore,account_id.icp,f62efd42710efb33efaa66a2b997dde179a7ab6eabe9dc097172d46b0ff1b88c
countryinns.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
crystalmark.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
artsjournal.ic,InsertOrIgnore,account_id.icp,5afb894f000aea31a3a6ccf1f13bd4a860d6be80043266b1e35263b2d7a954e0
forbesindia.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
edpillsphrm.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
gracethemes.ic,InsertOrIgnore,account_id.icp,8b572dc9382f800dee562311464ac3932249f172d6e9e0f28953aa3bdd08f79d
bellaonline.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
freiepresse.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
oliverwyman.ic,InsertOrIgnore,account_id.icp,d366746856961458de9ef570ee599a723b70c952acf748bab13304ff5a2b5321
genericcial.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
gannett-cdn.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
tadalaf20mg.ic,InsertOrIgnore,account_id.icp,2155986a7367f423dbf07440b495e4ec62256721e8c0bc0d8780bf743c943470
levistrauss.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
timeforkids.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
qiushibaike.ic,InsertOrIgnore,account_id.icp,b6a2beaed12a3b9fd9afb6dd6bed10fcf9449ba7b2b9cc400a3549c84045c8b1
sevendaysvt.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
mapsofindia.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
online-loan.ic,InsertOrIgnore,account_id.icp,dc7acdde6dcd5c48cbe89f9344e4fc8e0dcbb22ce59ea32877840153338c136b
theswordguy.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
spoonflower.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
jextensions.ic,InsertOrIgnore,account_id.icp,cb4b3fcd2746d14af24e10a5f10cab8e96b492798a7ca9c8daab272d7737a24c
myonlinebuy.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
paysafecard.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
allaboutdnt.ic,InsertOrIgnore,account_id.icp,7c9a1b66379fe6daad8ef6a5704345f11bca4f65da1b35cacda3567653c299c2
utilitydive.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
coveritlive.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
geekosystem.ic,InsertOrIgnore,account_id.icp,6678e55cbaea1099914cecd9f42fb750c1245e135afaf65472fd6f951341ab04
informatica.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
metronieuws.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
nationalcar.ic,InsertOrIgnore,account_id.icp,559ef601541d04217163de797f547c070d957fdf41063c4b078e3b301d80c9d1
resmigazete.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
propecorder.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
acyclovir24.ic,InsertOrIgnore,account_id.icp,0f5482283e0e8cd651e4eb3ea040e3651753c6e0cd357aeb958d29ccbc124bc8
unionesarda.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
renderosity.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
perkinelmer.ic,InsertOrIgnore,account_id.icp,b70aa270f5d70a070ea0320307b28beed33147838800956314ac25953fa6570c
tailwindapp.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
fiaformulae.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
delmarvanow.ic,InsertOrIgnore,account_id.icp,af694931622afbf597d1bb58407d0aa2d3f220650ad84d145e1ab348e318ca8f
howtogetvia.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
superoffice.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
spanishdict.ic,InsertOrIgnore,account_id.icp,4b676cf62dca61c4d7ca3f92fd556196e5fe4e05bc52202fd6d51cb97366faa5
sthmahmpthm.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
chinachugui.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
bobsredmill.ic,InsertOrIgnore,account_id.icp,cba9d59d37d2418b9fbad1533089c75cf2179c3cc7a3af0d6728a0c92f71d512
billygraham.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
sigmaessays.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
activeboard.ic,InsertOrIgnore,account_id.icp,6c282de69eb855538b9e58fa6df1ce5b340f7bd4944e7e0e496a730c5d36c235
hudexchange.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
thesundaily.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
rtadalafilp.ic,InsertOrIgnore,account_id.icp,a4903b071f29d2003c3dff43b770196e8d6da2db4cc115a5110e44b2114e2bce
weathernews.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
webindia123.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
visitsweden.ic,InsertOrIgnore,account_id.icp,a89c06819e189af54c67752e4009b9252adbd3bd222c475b2eab5f2b2429fd18
asianfucked.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
levitrauses.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
uni-bamberg.ic,InsertOrIgnore,account_id.icp,09b7acc52408ac5c1d4e5308c56221d47d1a7723bc6dd78f0d7ee7c3583d3970
cyanogenmod.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
sciences-po.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
profviagrap.ic,InsertOrIgnore,account_id.icp,669cad56d8b40ae470a983e28e3bac3f48d811c10e7d5d29a1c77aaa3b315394
totalbeauty.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
davesgarden.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
dippervalve.ic,InsertOrIgnore,account_id.icp,648a51c9a3cf81ba8375a4ebd3021058687127a6ea70882e092faef226c71e97
titans-gels.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
sildenafbuy.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
madamenoire.ic,InsertOrIgnore,account_id.icp,3574c11922c32b08de47f9c73c6079f4ac8d714a3f7aff0cf6dfbacec9afe698
burjkhalifa.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
drinksmixer.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
grabmeessay.ic,InsertOrIgnore,account_id.icp,4ab6538c72e6c9ab4aa6c9b4e95c184027d3cb45264956252345d612911e7e7f
charitybuzz.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
softgrouprd.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
queenonline.ic,InsertOrIgnore,account_id.icp,72568cf73fbc007eb1717ed5b2e3e93843f65975f5d7bd455c8757e9b6ca5fe7
tickcounter.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
nutshellurl.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
sciencekids.ic,InsertOrIgnore,account_id.icp,096b77a24d4fdf92ee7d5664b6d91d622cdb0f5e1c48798dbab679266ddff359
comicrelief.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
usconsulate.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
halliburton.ic,InsertOrIgnore,account_id.icp,5687fd470a7a76bde294ca8ec1f7faa2157d4f3a585c223fe34933a950c9b1a7
webrankinfo.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
asnjournals.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
klviagrathk.ic,InsertOrIgnore,account_id.icp,1731d20c69f6372620d9f2e0b20342137e37e069c7d2aeeaabf38f7d35a5a099
melmagazine.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
jiadezhixin.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
pocketgamer.ic,InsertOrIgnore,account_id.icp,d3858652b147263e4e6f13990ab201f16c51a13ba85412dde427e7f22e4e33d0
vokrugsveta.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
lawandcrime.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
univ-paris8.ic,InsertOrIgnore,account_id.icp,c15bde64078355e416f73e4ae4954530b7804a3a05e601d995017ea7a7ac0a39
essaycastle.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
hermesbelts.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
stereophile.ic,InsertOrIgnore,account_id.icp,63a70985c6d6b244eb66c9c8623f4d76562f32c7c2ddf4452461641f31081a3a
freebitcoin.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
rcrwireless.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
gadgethacks.ic,InsertOrIgnore,account_id.icp,37b34228f04bbad030bc991170a35430a02f49b08c5d2f64c2c67ce717fb9bb8
the-numbers.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
sacredheart.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
bytesforall.ic,InsertOrIgnore,account_id.icp,b18d1b48464ea8b085538d0a386edb4fba9c716bc381b577b284f1fc58806a0c
ikeahackers.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
osteopathic.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
univ-montp2.ic,InsertOrIgnore,account_id.icp,792bec033367b9d9af66874ddcfdbc27af98a45e37820db0ad825508f588d55d
downtoearth.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
hyperledger.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
nerdfitness.ic,InsertOrIgnore,account_id.icp,b617404ecca0591b507654e76e933dbc9fed2fc6e4623c372c87d7315db70e13
rapidtables.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
buysildenaf.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
tadalafilsn.ic,InsertOrIgnore,account_id.icp,4266be6330c19911cf32d641061e6cf581d1e37e1c4a9774840c7b31ce48c174
stevemadden.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
lambdalegal.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
cialtadalaf.ic,InsertOrIgnore,account_id.icp,cd92047671ff776aa0ba7d0507ce83d2ae1f14fb956af30ebe01c25b474f708c
cialgeneric.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
thedailywtf.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
cialionline.ic,InsertOrIgnore,account_id.icp,d4a6a65272cf00a572c17dca5b30c111299a169bae4a355e1881dfe80f544d1d
451research.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
commoncause.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
mingqichina.ic,InsertOrIgnore,account_id.icp,0f38a940c5354b2020211b39de5ed0be732a1846d53447e0ac2f0ea6836e3089
lensculture.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
blocksplode.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
chinavasion.ic,InsertOrIgnore,account_id.icp,6e2d32b1a50961b68544e4af7b34272c8cb9a68fa7166027459e2711ec2fba0d
magicvalley.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
transparent.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
childtrends.ic,InsertOrIgnore,account_id.icp,094e71aff712db3a9b55ea98b9f108157df9f95476b4cdc770e9e4dac66c904a
atlant-gels.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
century3inc.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
mobilecause.ic,InsertOrIgnore,account_id.icp,74bcc5dcde288da680b33b0b6a456558ba0aff51176ea554b177aaa2f125dba0
dipyridamol.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
cooperativa.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
amoxiciline.ic,InsertOrIgnore,account_id.icp,880b91e301f18a8e875f100f5b92dae6d3b39a8c83045c5d13d94ed1f06c013e
sildenaf100.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
maximonline.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
archilovers.ic,InsertOrIgnore,account_id.icp,ea93f35847ff2d5ee0c9394ebc32ae591580be4c043ac6fb331901183af3e647
foxcarolina.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
newsadvance.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
grandpalais.ic,InsertOrIgnore,account_id.icp,63daaaab97f18d5bc29daf711dc771cd744e0f06e4e18e2b60b9e27730e726f6
rfidjournal.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
incredimail.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
collegehelp.ic,InsertOrIgnore,account_id.icp,336b9f33534682402cb56288c289f7d13a627a00bad5e770776e7d652c3da704
iphonehacks.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
vurtilopmer.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
zzyuancheng.ic,InsertOrIgnore,account_id.icp,41a2188b2e291de7450e7594e54f8b19a5aad6ebcb1534732282b368dc3861de
1cialisehds.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
jpeoplemeet.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
portswigger.ic,InsertOrIgnore,account_id.icp,e4ccf0dce03278a0fea6ceef0f87b69e775b0e514396ddd7f316004de6d4c3b3
synthroidth.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
your-server.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
banffcentre.ic,InsertOrIgnore,account_id.icp,8c1273f30133bd61b93edb612604cab7a11eb3591dc44bc9c4f6b2e6312350a7
imagebanana.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
minambiente.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
dbsalliance.ic,InsertOrIgnore,account_id.icp,56740f0a13ba780014da2850bc1c9a96526ecb31ed8722733567f8e5581e18d5
thenewstack.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
myjoyonline.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
medspformen.ic,InsertOrIgnore,account_id.icp,5fb321bd131cbb654b19b56417dbfc66d63cd9150dcceea6a6958f2c60fc0fea
rogueamoeba.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
w88thailand.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
decorgarden.ic,InsertOrIgnore,account_id.icp,c2ba3504e5f7cc6dbeeb761b8fb4526fb635e6cc89005b865981e39f1980d4f7
fox11online.ic,Remove,settings.reverse_resolution.principal,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
levitrafvuk.ic,Upsert,principal.icp,bygyz-vtdaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaaaa-aaa
uploadfiles.ic,InsertOrIgnore,account_id.icp,2f7299aaa0524d064401fc9ac5f768d72e179ff2a6d2bef78dce815ad7e0e844
